Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time
2026-03-09,Dumbell Finger Curl,Fingers,18.0,kgs,18,,,
2026-03-09,Dumbell Finger Curl,Fingers,20.0,kgs,16,,,
2026-03-09,Dumbell Finger Curl,Fingers,22.0,kgs,10,,,
2026-03-09,Dumbell Finger Curl,Fingers,22.0,kgs,10,,,
2026-03-09,Dumbell Finger Curl,Fingers,22.0,kgs,8,,,
2026-03-11,Pull Up,Back,10.0,kgs,10,,,
2026-03-11,Pull Up,Back,20.0,kgs,8,,,
2026-03-11,Pull Up,Back,30.0,kgs,4,,,
2026-03-11,Pull Up,Back,40.0,kgs,2,,,
2026-03-11,Pull Up,Back,40.0,kgs,3,,,
2026-03-11,Pull Up,Back,40.0,kgs,2,,,
2026-03-15,Pull Up,Back,1.0,kgs,10,,,
2026-03-15,Pull Up,Back,10.0,kgs,8,,,
2026-03-15,Pull Up,Back,20.0,kgs,6,,,
2026-03-15,Pull Up,Back,30.0,kgs,4,,,
2026-03-15,Nature Climbing 15 mm High Angle,Fingers,20.0,kgs,20,,,
2026-03-15,Pull Up,Back,40.0,kgs,2,,,
2026-03-15,Nature Climbing 15 mm High Angle,Fingers,30.0,kgs,13,,,
2026-03-15,Pull Up,Back,40.0,kgs,2,,,
2026-03-15,Nature Climbing 15 mm High Angle,Fingers,30.0,kgs,10,,,
2026-03-15,Pull Up,Back,40.0,kgs,2,,,
2026-03-15,Nature Climbing 15 mm High Angle,Fingers,30.0,kgs,11,,,
2026-03-15,Pull Up,Back,20.0,kgs,6,,,
2026-03-18,Nature Climbing 15 mm High Angle,Fingers,20.0,kgs,20,,,
2026-03-18,Pull Up,Back,1.0,kgs,10,,,
2026-03-18,Nature Climbing 15 mm High Angle,Fingers,25.0,kgs,20,,,
2026-03-18,Lat Pulldown,Back,45.0,kgs,10,,,
2026-03-18,Nature Climbing 15 mm High Angle,Fingers,27.5,kgs,20,,,
2026-03-18,Lat Pulldown,Back,50.0,kgs,8,,,
2026-03-18,Nature Climbing 15 mm High Angle,Fingers,30.0,kgs,20,,,
2026-03-18,Lat Pulldown,Back,55.0,kgs,8,,,
2026-03-18,Nature Climbing 15 mm High Angle,Fingers,32.5,kgs,13,,,
2026-03-18,Lat Pulldown,Back,60.0,kgs,6,,,
2026-03-18,Lat Pulldown,Back,65.0,kgs,5,,,
2026-03-18,Nature Climbing 15 mm High Angle,Fingers,35.0,kgs,10,,,
2026-03-18,Lat Pulldown,Back,70.0,kgs,3,,,
2026-03-22,Overhead Press,Shoulders,30.0,kgs,10,,,
2026-03-22,Overhead Press,Shoulders,40.0,kgs,8,,,
2026-03-22,Dumbell Finger Curl,Fingers,12.0,kgs,20,,,
2026-03-22,Overhead Press,Shoulders,45.0,kgs,6,,,
2026-03-22,Dumbell Finger Curl,Fingers,14.0,kgs,20,,,
2026-03-22,Overhead Press,Shoulders,47.5,kgs,3,,,
2026-03-22,Dumbell Finger Curl,Fingers,16.0,kgs,18,,,
2026-03-22,Overhead Press,Shoulders,45.0,kgs,5,,,
2026-03-22,Dumbell Finger Curl,Fingers,18.0,kgs,18,,,
2026-03-22,Dumbell Finger Curl,Fingers,20.0,kgs,18,,,
2026-03-22,Overhead Press,Shoulders,45.0,kgs,4,,,
2026-03-22,Overhead Press,Shoulders,45.0,kgs,3,,,
2026-03-22,Dumbell Finger Curl,Fingers,22.0,kgs,10,,,
2026-03-22,Dumbell Finger Curl,Fingers,24.0,kgs,8,,,
2026-03-22,Overhead Press,Shoulders,40.0,kgs,5,,,
2026-04-09,Dumbell Finger Curl,Fingers,12.0,kgs,20,,,
2026-04-09,Incline Dumbbell Fly,Chest,10.0,kgs,10,,,
2026-04-09,Heel Hook Isometrics,Hamstring,1.0,kgs,6,,,
2026-04-09,Dumbbell Curl,Biceps,10.0,kgs,10,,,
2026-04-09,Incline Dumbbell Fly,Chest,10.0,kgs,10,,,
2026-04-09,Dumbell Finger Curl,Fingers,14.0,kgs,20,,,
2026-04-09,Dumbbell Curl,Biceps,12.0,kgs,10,,,
2026-04-09,Heel Hook Isometrics,Hamstring,1.0,kgs,6,,,
